measurement_index,harmonic_3_magnitude,harmonic_5_magnitude,harmonic_7_magnitude,harmonic_5_over_3
1,1.086731938892616,0.38493689828431965,0.1814187907371848,0.35421513301299656
2,1.0873415222675926,0.384694213831364,0.18127843986168454,0.3537933629436911
3,1.0873200446705047,0.38448157400415756,0.1811495495591363,0.3536047881106328
4,1.086992855240651,0.38420402846974794,0.18097165774885196,0.35345589128521776
5,1.0872270347138109,0.38418500773173875,0.18098933548853113,0.35336226516191
6,1.087172512503411,0.38405799744341584,0.18092284808612402,0.353263160194377
7,1.0872163272276012,0.38397189484886507,0.1808753570691553,0.35316972826189286
8,1.0871890951210281,0.3838882215644197,0.18082873598886948,0.3531016115661871
9,1.0871820570172992,0.38380110443608345,0.1807774414918527,0.35302376631292803
10,1.0871269158023664,0.38372855280502793,0.18075391813964278,0.3529749353338499
11,1.087143121956036,0.3836495889326202,0.180719376324731,0.35289703920707416
12,1.0871931802728656,0.3836113377105663,0.18070941715195762,0.35284560708363427
13,1.087250421317617,0.3835752785005924,0.18069866524947206,0.3527938651297511
14,1.087260620491978,0.3835177502509231,0.18069918375185945,0.352737644519291
15,1.0872854166720112,0.3834586877780781,0.1806668861922826,0.3526752790925657
16,1.0872958980340117,0.3834229277780911,0.18064652298207062,0.3526389904269622
17,1.0872813816505777,0.38339599157095194,0.18061437378827538,0.3526189246328554
18,1.0873267820161574,0.3833780210826464,0.1806039156642127,0.3525876741229294
19,1.0874210091374117,0.3833745210246557,0.18061142773092256,0.35255390304511824
20,1.0874559438575095,0.3833588312267704,0.1805968290502325,0.35252814920197106
21,1.0874127270984955,0.3832969856954554,0.18055007389730152,0.3524852856175346
22,1.0873681303287825,0.3832473790701324,0.18051596027580924,0.35245412145218163
23,1.0874166189428227,0.3832311423039579,0.1805234200555915,0.3524234737892198
24,1.087433082487174,0.3831948526651193,0.18051119510115227,0.35238476632389837
25,1.087518279240312,0.38320128314384433,0.18051702559868607,0.352363073300736
26,1.087528081644504,0.38318129662053313,0.18050971844817235,0.3523415193482692
27,1.0875727352908438,0.3831790328322405,0.18052313670312808,0.352324971377449
28,1.0876879899524459,0.38318389153697086,0.18053796066234937,0.3522921049755489
29,1.0877453466247702,0.38317204087971385,0.1805422290038855,0.352262633959944
30,1.0877734894749693,0.38315267200307224,0.18053612782379663,0.35223571424599326
31,1.0878136698660499,0.3831606334060765,0.18054064683760465,0.35223002249388696
32,1.0878473406768878,0.3831523912436701,0.18053497644552577,0.35221154376795405
33,1.087895044813347,0.38313788565249773,0.18053448595532845,0.3521827656805199
34,1.0879004558806737,0.3831040107365477,0.18052731520606413,0.3521498760899209
35,1.088000174379721,0.38314925688220164,0.18055408099093298,0.3521591870154236
36,1.0880020946265052,0.38310809325057005,0.18053702649118142,0.35212073133194227
37,1.0880796770860164,0.38311569627664643,0.1805400277889152,0.35210261191778497
38,1.0881307088410739,0.3831053178187637,0.18055358861521784,0.35207656093705364
39,1.08812658428009,0.3831051582310268,0.18054015905065132,0.35207774882597054
40,1.088211304720564,0.38310382411589555,0.18054449197150413,0.35204911257034843
41,1.0882575225195816,0.38309678874423003,0.18054598854752177,0.35202769640155346
42,1.0883122629853528,0.3831080624699788,0.18056846280226335,0.35202034884645506
43,1.0883272855587305,0.38310014848780777,0.1805514839315766,0.35200821808958876
44,1.0883863895504626,0.3831057383379201,0.18056295426547378,0.3519942384580486
45,1.0884755043065129,0.3831191324385497,0.18059529198584248,0.35197772565643703
46,1.0884947361185235,0.38308771455769086,0.180584023201277,0.35194264321731855
47,1.0885416302797022,0.38308758831621664,0.18058148660084727,0.35192736562384097
48,1.0885297271199645,0.38308024550649067,0.1805816194739221,0.35192446835608765
49,1.0886393124788487,0.3830903543937759,0.1806090023957906,0.35189832849364333
50,1.0886767620947981,0.3831053991902169,0.1806099774820217,0.35190004281257675
51,1.0887808591550088,0.383107178157151,0.1806350864968657,0.351868031969699
52,1.088733277371146,0.3830887598133023,0.18062353277102083,0.3518664927173972
53,1.0888715657797898,0.38313542422466856,0.18064733877301123,0.3518646608705298
54,1.0888761271743232,0.383111845529027,0.18062662152243655,0.3518415327216489
55,1.0888858117810318,0.3830876864778867,0.18062810801247708,0.35181621647846695
56,1.0889900714255174,0.38310888625334755,0.18064738888216245,0.35180200105208276
57,1.089038458140762,0.3831286220343659,0.18065875217117836,0.35180449245883766
58,1.0890486767095267,0.383115429252198,0.1806651977877015,0.3517890774265027
59,1.089107015702547,0.38311536341599894,0.18065027846078865,0.35177017307969854
60,1.0891078996874448,0.38311236586461206,0.18065040145080585,0.3517671352623176
61,1.0891932794789003,0.3831285844191504,0.18067557765094708,0.3517544513334213
62,1.0892600322676773,0.3831319262602331,0.180677459643842,0.3517359628651842
63,1.0893595162156189,0.3831458651846349,0.18068841319012063,0.35171663668543945
64,1.089354292028327,0.38314252515259833,0.18067978747606853,0.35171525733763326
65,1.0894260672632454,0.38314532152381264,0.18069885583030892,0.35169465192467314
66,1.0894509869389468,0.38313549159355687,0.1807047809569478,0.3516775845695093
67,1.0894962712355951,0.3831489988115771,0.18069506481866604,0.35167536496205604
68,1.089586743831691,0.3831635084542251,0.1807193514190992,0.35165948064563873
69,1.0896422724735872,0.38316661381308964,0.180710209039544,0.35164440981466927
70,1.0897103640565071,0.38318202114676103,0.18073019849296748,0.35163657590659664
71,1.0896691527126396,0.383138483815827,0.1807168643541748,0.35160992018727516
72,1.089681155619846,0.3831317875727769,0.18070828251171572,0.35159990204184
73,1.089849281662587,0.3831964432653212,0.18075389091460348,0.3516049876921947
74,1.0898334350358336,0.3831712672676655,0.18074172237735422,0.3515869993978179
75,1.089934127222588,0.38319465568108935,0.18077112758899774,0.35157597703409904
76,1.0899172005453697,0.38316272666951373,0.18077641887634047,0.35155214219739617
77,1.0900329688305026,0.3831864452053061,0.18079603345062265,0.3515365646384322
78,1.0899971689829409,0.38316788628273957,0.18075220700555714,0.35153108392039906
79,1.0900185898331138,0.3831556098860061,0.18075837169510406,0.35151291313726013
80,1.0901020530677523,0.3831765320968901,0.18078228100325994,0.35150519258133606
81,1.0901595810957432,0.38319145311723557,0.18076590978360743,0.35150033055901914
82,1.0901972181381667,0.3831822193806691,0.1807836842613464,0.351479725874797
83,1.090271299169101,0.3831946263256001,0.18078543780494008,0.3514672234494606
84,1.090251829814921,0.3831799847351098,0.18077469013608088,0.35146007028500714
85,1.0902663085883,0.3831483674630626,0.18076749988101368,0.35142640329698094
86,1.0903558126066846,0.383183435189863,0.18078169149903825,0.3514297174917576
87,1.0903716411783568,0.38316341379384306,0.18075925608395027,0.3514062539078521
88,1.0904286876229041,0.38318273050555307,0.1807829557891908,0.3514055846612747
89,1.090485914592786,0.3831843272124197,0.1808042350753733,0.3513886076699212
90,1.0904890046258913,0.383158028200963,0.1807826055844508,0.35136349525359145
91,1.0905970124377466,0.3831866184201618,0.18079800387530343,0.3513549129972835
92,1.0905890827310827,0.38317645762034724,0.18076860064851685,0.351348150910136
93,1.0907168817859403,0.383196188270587,0.18081008063822346,0.3513250731419334
94,1.0906430027527343,0.383153107789281,0.18076734870370137,0.35130937146455776
95,1.0907597014303265,0.38317461845379963,0.18079490611128346,0.351291506233076
96,1.0907695766375423,0.38317112126313513,0.18077288602951333,0.35128511967148596
97,1.0908690870972746,0.38317656970369535,0.18080828974765895,0.35125806958495914
98,1.0908434921897368,0.3831552390509721,0.1807958593925812,0.35124675702270924
99,1.0908953825946999,0.38316544997051627,0.1807989336514048,0.3512394094648704
100,1.090932969339927,0.3831600776769679,0.18078969951182994,0.3512223834511119
